0.答案 190/63
8789.答案 59/81
8790.答案 93/4
8791.答案 180
8792.答案 109/10
8793.答案 5/7
8794.答案 719/210
8795.答案 7/4
8796.答案 44/5
8797.答案 47/10
8798.答案 27/7
8799.答案 107/9
8800.答案 7
8801.答案 3
8802.答案 323/6
8803.答案 404/45
8804.答案 15
8805.答案 1/3
8806.答案 212/9
8807.答案 15
8808.答案 1
8809.答案 129/7
8810.答案 76/5
8811.答案 12
8812.答案 49/5
8813.答案 6
8814.答案 91/12
8815.答案 17
8816.答案 5/72
8817.答案 277/28
8818.答案 130/7
8819.答案 221/36
8820.答案 227/28
8821.答案 41/21
8822.答案 18/7
8823.答案 16/3
8824.答案 33/4
8825.答案 7
8826.答案 319/45
8827.答案 49/4
8828.答案 27/14
8829.答案 236
8830.答案 63/1600
8831.答案 37/7
8832.答案 9/2
8833.答案 57/8
8834.答案 21
8835.答案 156/7
8836.答案 9/10
8837.答案 279/5
8838.答案 53/5
8839.答案 2/7
8840.答案 13
8841.答案 53
8842.答案 43/15
8843.答案 26
8844.答案 26/15
8845.答案 29/42
8846.答案 1/3
8847.答案 65/9
8848.答案 79/9
8849.答案 169/4
8850.答案 15
8851.答案 56/5
8852.答案 1/8
8853.答案 2
8854.答案 3
8855.答案 101/12
8856.答案 78/5
8857.答案 0
8858.答案 103/9
8859.答案 15/8
8860.答案 8
8861.答案 3/8
8862.答案 17/4
8863.答案 1/32
8864.答案 90/7
8865.答案 499/280
8866.答案 2246/5
8867.答案 29/12
8868.答案 6
8869.答案 1
8870.答案 427/162
8871.答案 66/35
8872.答案 167/48
8873.答案 13
8874.答案 37/3
8875.答案 379/63
8876.答案 164/9
8877.答案 41/2
8878.答案 9
8879.答案 7/6
8880.答案 1/20
8881.答案 29/28
8882.答案 179/126
8883.答案 53/63
8884.答案 1/10
8885.答案 17
8886.答案 1/9
8887.答案 263/6
8888.答案 39/4
8889.答案 7/162
8890.答案 7/3
8891.答案 71/4
8892.答案 911/21
8893.答案 381/2
8894.答案 245/24
8895.答案 127/3
8896.答案 48/5
8897.答案 42/5
8898.答案 253/112
8899.答案 28/9
8900.答案 84
8901.答案 19/2
8902.答案 177/7
8903.答案 23/6
8904.答案 4/3
8905.答案 28/5
8906.答案 1
8907.答案 5/2
8908.答案 147/5
8909.答案 69/5
8910.答案 7/3
8911.答案 100
8912.答案 83/18
8913.答案 13/4
8914.答案 61/40
8915.答案 33/2
8916.答案 7/5
8917.答案 25/21
8918.答案 147/8
8919.答案 9/2
8920.答案 44/3
8921.答案 13
8922.答案 163/42
8923.答案 72/7
8924.答案 162/343
8925.答案 5/6
8926.答案 46/3
8927.答案 9/8
8928.答案 3/4
8929.答案 51/4
8930.答案 4/15
8931.答案 49/6
8932.答案 331/81
8933.答案 3
8934.答案 12
8935.答案 44/15
8936.答案 16/3
8937.答案 119/12
8938.答案 28
8939.答案 47/27
8940.答案 14
8941.答案 764/63
8942.答案 135/7
8943.答案 103/14
8944.答案 37/4
8945.答案 23/27
8946.答案 20/9
8947.答案 393/140
8948.答案 14
8949.答案 3/4
8950.答案 499/45
8951.答案 39/8
8952.答案 37/4
8953.答案 36/5
8954.答案 7
8955.答案 7/2
8956.答案 77/12
8957.答案 46/21
8958.答案 5/4
8959.答案 5/4
8960.答案 5/6
8961.答案 61/20
8962.答案 4
8963.答案 32/63
8964.答案 6/5
8965.答案 49/4
8966.答案 566/63
8967.答案 28/25
8968.答案 8/9
8969.答案 291/56
8970.答案 902/147
8971.答案 11
8972.答案 557/90
8973.答案 24
8974.答案 64/5
8975.答案 69/7
8976.答案 5/2
8977.答案 2/3
8978.答案 121/5
8979.答案 197/63
8980.答案 49/384
8981.答案 617/45
8982.答案 11/4
8983.答案 131/18
8984.答案 74/45
8985.答案 17/6
8986.答案 1516/35
8987.答案 463/20
8988.答案 14/3
8989.答案 17/162
8990.答案 55/252
8991.答案 52/7
8992.答案 8
8993.答案 3/2
8994.答案 110/3
8995.答案 7/2
8996.答案 41/8
8997.答案 18
8998.答案 57/4
8999.答案 53/6
9000.答案 26/5
9001.答案 73/28
9002.答案 48/49
9003.答案 177/28
9004.答案 163/49
9005.答案 48/7
9006.答案 7/18
9007.答案 5/7
9008.答案 67/14
9009.答案 8/3
9010.答案 19/5
9011.答案 7/180
9012.答案 17
9013.答案 7/3
9014.答案 1/3
9015.答案 1/5
9016.答案 72
9017.答案 2621/441
9018.答案 25/6
9019.答案 91/5
9020.答案 7/9
9021.答案 6
9022.答案 49/9
9023.答案 1/16
9024.答案 28/5
9025.答案 29/5
9026.答案 17/6
9027.答案 79/18
9028.答案 19/10
9029.答案 21
9030.答案 216/5
9031.答案 163/21
9032.答案 17/40
9033.答案 2/9
9034.答案 49/3
9035.答案 39/4
9036.答案 233/28
9037.答案 90/7
9038.答案 16/5
9039.答案 179/120
9040.答案 73/9
9041.答案 10
9042.答案 13/3
9043.答案 4/15
9044.答案 598/35
9045.答案 4
9046.答案 11/2
9047.答案 73/10
9048.答案 12/35
9049.答案 28/3
9050.答案 17/63
9051.答案 121/18
9052.答案 2
9053.答案 173/56
9054.答案 1139/189
9055.答案 45/14
9056.答案 19/6
9057.答案 5/24
9058.答案 1
9059.答案 16
9060.答案 17/5
9061.答案 1
9062.答案 349/45
9063.答案 1151/54
9064.答案 12/7
9065.答案 3/2
9066.答案 9
9067.答案 49/16
9068.答案 10/3
9069.答案 199/15
9070.答案 5/42
9071.答案 289/4
9072.答案 71/21
9073.答案 113/15
9074.答案 197/32
9075.答案 25/21
9076.答案 12
9077.答案 31/6
9078.答案 37/2
9079.答案 16/3
9080.答案 144/5
9081.答案 20/3
9082.答案 17/14
9083.答案 35/2
9084.答案 184/45
9085.答案 145/24
9086.答案 2/3
9087.答案 3/14
9088.答案 32/3
9089.答案 19
9090.答案 0
9091.答案 38/3
9092.答案 17
9093.答案 5
9094.答案 9
9095.答案 8/3
9096.答案 19/16
9097.答案 263/24
9098.答案 76
9099.答案 11
9100.答案 201/35
9101.答案 5/2
9102.答案 15/2
9103.答案 19/4
9104.答案 39/224
9105.答案 377/56
9106.答案 7/16
9107.答案 154/15
9108.答案 19/8
9109.答案 405/4
9110.答案 73/12
9111.答案 16
9112.答案 11/2
9113.答案 14/15
9114.答案 39/10
9115.答案 10/81
9116.答案 1/4
9117.答案 79/12
9118.答案 41/12
9119.答案 5/243
9120.答案 131/18
9121.答案 251/108
9122.答案 2/3
9123.答案 44/7
9124.答案 382/7
9125.答案 55/7
9126.答案 8
9127.答案 83/18
9128.答案 10
9129.答案 19/120
9130.答案 19/20
9131.答案 229/5
9132.答案 13/2
9133.答案 3/2
9134.答案 7/4
9135.答案 34/35
9136.答案 7/3
9137.答案 27/8
9138.答案 93/8
9139.答案 63/2
9140.答案 11/6
9141.答案 13/3
9142.答案 451/56
9143.答案 314/3
9144.答案 53/8
9145.答案 7/3
9146.答案 10/3
9147.答案 5
9148.答案 81/8
9149.答案 360/7
9150.答案 67/120
9151.答案 5/36
9152.答案 364/45
9153.答案 10
9154.答案 45/2
9155.答案 589/140
9156.答案 32/21
9157.答案 19
9158.答案 31/5
9159.答案 137/40
9160.答案 79/7
9161.答案 81/8
9162.答案 30
9163.答案 45
9164.答案 161/72
9165.答案 617/320
9166.答案 7/9
9167.答案 189/25
9168.答案 83/42
9169.答案 209/36
9170.答案 203/18
9171.答案 20/9
9172.答案 89/112
9173.答案 12
9174.答案 18/5
9175.答案 43/12
9176.答案 131/56
9177.答案 5/504
9178.答案 2/27
9179.答案 37/4
9180.答案 14
9181.答案 43/8
9182.答案 433/42
9183.答案 91/12
9184.答案 216
9185.答案 7/2
9186.答案 181/294
9187.答案 159/8
9188.答案 24/5
9189.答案 35/4
9190.答案 111/5
9191.答案 111/8
9192.答案 13/4
9193.答案 21/2
9194.答案 16
9195.答案 437/14
9196.答案 20/7
9197.答案 458/35
9198.答案 11/9
9199.答案 40/49
9200.答案 47/24
9201.答案 27/5
9202.答案 15/2
9203.答案 35/2
9204.答案 223/12
9205.答案 11
9206.答案 241/45
9207.答案 2
9208.答案 22/3
9209.答案 9/32
9210.答案 77/8
9211.答案 36
9212.答案 24/7
9213.答案 25/42
9214.答案 74/27
9215.答案 23/2
9216.答案 18/35
9217.答案 18/25
9218.答案 23/5
9219.答案 256/5
9220.答案 118/21
9221.答案 123/14
9222.答案 61/21
9223.答案 5/3
9224.答案 53/10
9225.答案 46/3
9226.答案 32/15
9227.答案 11/3
9228.答案 67/18
9229.答案 26
9230.答案 15/2
9231.答案 49/4
9232.答案 33/4
9233.答案 195/56
9234.答案 28/3
9235.答案 5/7
9236.答案 16/15
9237.答案 103/45
9238.答案 9/10
9239.答案 23/2
9240.答案 7/2
9241.答案 18
9242.答案 17/6
9243.答案 245/6
9244.答案 36
9245.答案 415/21
9246.答案 19/8
9247.答案 12/7
9248.答案 15/2
9249.答案 66/7
9250.答案 56
9251.答案 59/5
9252.答案 5/7
9253.答案 13/2
9254.答案 14
9255.答案 48
9256.答案 71/9
9257.答案 25/7
9258.答案 144
9259.答案 38/5
9260.答案 13
9261.答案 22/5
9262.答案 45/56
9263.答案 83/3
9264.答案 631/24
9265.答案 29/4
9266.答案 26/3
9267.答案 41/40
9268.答案 13/280
9269.答案 73/4
9270.答案 43/7
9271.答案 59/5
9272.答案 9
9273.答案 41/6
9274.答案 11/18
9275.答案 3/32
9276.答案 22/7
9277.答案 3/5
9278.答案 27/14
9279.答案 68/7
9280.答案 19/4
9281.答案 14
9282.答案 55/36
9283.答案 17/84
9284.答案 34/7
9285.答案 13/12
9286.答案 407/20
9287.答案 4/243
9288.答案 416/105
9289.答案 29/3
9290.答案 311/360
9291.答案 4/5
9292.答案 60
9293.答案 149/196
9294.答案 3/16
9295.答案 9/7
9296.答案 7/2
9297.答案 39/10
9298.答案 185/28
9299.答案 10/21
9300.答案 293/28
9301.答案 22/5
9302.答案 64/3
9303.答案 48/35
9304.答案 47/9
9305.答案 140/3
9306.答案 29/28
9307.答案 47/5
9308.答案 122/9
9309.答案 31/30
9310.答案 25/8
9311.答案 49/9
9312.答案 35/3
9313.答案 1
9314.答案 3/2
9315.答案 63/8
9316.答案 43/49
9317.答案 19/6
9318.答案 12/7
9319.答案 32
9320.答案 135/4
9321.答案 233/42
9322.答案 97/90
9323.答案 17/8
9324.答案 11/2
9325.答案 9
9326.答案 64/9
9327.答案 9
9328.答案 4/3
9329.答案 31/7
9330.答案 29/14
9331.答案 9/4
9332.答案 29/8
9333.答案 13
9334.答案 7/3
9335.答案 43/5
9336.答案 26
9337.答案 1/10
9338.答案 79/5
9339.答案 24/5
9340.答案 53/2
9341.答案 9/8
9342.答案 35/4
9343.答案 17/8
9344.答案 201/49
9345.答案 38
9346.答案 193/42
9347.答案 157/18
9348.答案 14/1215
9349.答案 51/4
9350.答案 13/8
9351.答案 5/2
9352.答案 242/21
9353.答案 2/9
9354.答案 24/5
9355.答案 5/4
9356.答案 127/126
9357.答案 0
9358.答案 73/21
9359.答案 54/5
9360.答案 17/2
9361.答案 20
9362.答案 73/40
9363.答案 211/18
9364.答案 25/3
9365.答案 11
9366.答案 36/35
9367.答案 1/9
9368.答案 41/28
9369.答案 25/18
9370.答案 105/32
9371.答案 31/2
9372.答案 34/7
9373.答案 35
9374.答案 12/7
9375.答案 272/15
9376.答案 88/5
9377.答案 61/70
9378.答案 151/24
9379.答案 17/12
9380.答案 109/49
9381.答案 69/7
9382.答案 2/3
9383.答案 83/5
9384.答案 39/14
9385.答案 33
9386.答案 4
9387.答案 46/15
9388.答案 7/3
9389.答案 28
9390.答案 702/343
9391.答案 15/2
9392.答案 8/3
9393.答案 85/6
9394.答案 10/9
9395.答案 36/5
9396.答案 18
9397.答案 67/32
9398.答案 11
9399.答案 9/2
9400.答案 66/7
9401.答案 10
9402.答案 326/9
9403.答案 8
9404.答案 82/5
9405.答案 62/5
9406.答案 768/5
9407.答案 17/6
9408.答案 48/35
9409.答案 412/63
9410.答案 28/15
9411.答案 361/14
9412.答案 41/8
9413.答案 55/3
9414.答案 14
9415.答案 7/5
9416.答案 384/7
9417.答案 26/5
9418.答案 97/9
9419.答案 16/9
9420.答案 7/4
9421.答案 85/6
9422.答案 21
9423.答案 8/3
9424.答案 5/24
9425.答案 181/12
9426.答案 57/8
9427.答案 221/35
9428.答案 10/7
9429.答案 69/8
9430.答案 41/36
9431.答案 7/3
9432.答案 7/8
9433.答案 9
9434.答案 61
9435.答案 160
9436.答案 65/4
9437.答案 5/108
9438.答案 81/196
9439.答案 29/20
9440.答案 32/3
9441.答案 14
9442.答案 165/8
9443.答案 25/6
9444.答案 16/5
9445.答案 20/3
9446.答案 22/3
9447.答案 17/2
9448.答案 9/32
9449.答案 8/9
9450.答案 706/15
9451.答案 16
9452.答案 6
9453.答案 10/9
9454.答案 461/56
9455.答案 31/3
9456.答案 268/135
9457.答案 163/15
9458.答案 6
9459.答案 14
9460.答案 3/5
9461.答案 9/7
9462.答案 11/8
9463.答案 99/16
9464.答案 36/5
9465.答案 9/10
9466.答案 432/5
9467.答案 3/4
9468.答案 2
9469.答案 55/21
9470.答案 43/18
9471.答案 10/3
9472.答案 2/21
9473.答案 17/8
9474.答案 81/8
9475.答案 7
9476.答案 27/5
9477.答案 9/5
9478.答案 1/6
9479.答案 464/45
9480.答案 40/3
9481.答案 2/15
9482.答案 47/5
9483.答案 169/18
9484.答案 79/9
9485.答案 25/4
9486.答案 5
9487.答案 1/18
9488.答案 773/135
9489.答案 19/6
9490.答案 13/36
9491.答案 4
9492.答案 227/315
9493.答案 62/27
9494.答案 7/5
9495.答案 6
9496.答案 21
9497.答案 97/3
9498.答案 251/35
9499.答案 169/8
9500.答案 38/5
9501.答案 17/24
9502.答案 23/4
9503.答案 3
9504.答案 90
9505.答案 405/56
9506.答案 1
9507.答案 44/9
9508.答案 30
9509.答案 105/32
9510.答案 37/4
9511.答案 63/40
9512.答案 10/9
9513.答案 653/81
9514.答案 20
9515.答案 167/28
9516.答案 1307/504
9517.答案 27/2
9518.答案 23/21
9519.答案 172/35
9520.答案 46/3
9521.答案 235/21
9522.答案 4
9523.答案 47/35
9524.答案 40/9
9525.答案 4
9526.答案 29/24
9527.答案 65/8
9528.答案 11/3
9529.答案 211/81
9530.答案 33/4
9531.答案 32/3
9532.答案 181/20
9533.答案 557/189
9534.答案 33/4
9535.答案 24/25
9536.答案 10
9537.答案 11/2
9538.答案 54/5
9539.答案 135/7
9540.答案 20
9541.答案 3
9542.答案 86/5
9543.答案 16/7
9544.答案 7/3
9545.答案 504/5
9546.答案 37/21
9547.答案 238/15
9548.答案 436/35
9549.答案 4
9550.答案 65/18
9551.答案 1/7
9552.答案 5/2
9553.答案 15/8
9554.答案 480/7
9555.答案 7
9556.答案 66/7
9557.答案 147/8
9558.答案 31/9
9559.答案 21/10
9560.答案 11/30
9561.答案 39/4
9562.答案 7/180
9563.答案 178/35
9564.答案 257/42
9565.答案 95/8
9566.答案 4
9567.答案 26/3
9568.答案 8/9
9569.答案 101/18
9570.答案 23/8
9571.答案 105/2
9572.答案 1/4
9573.答案 1/2
9574.答案 1/3
9575.答案 187/14
9576.答案 8
9577.答案 7
9578.答案 37/72
9579.答案 5/2
9580.答案 73/12
9581.答案 16
9582.答案 13
9583.答案 71/45
9584.答案 33/49
9585.答案 113/70
9586.答案 20/3
9587.答案 6/5
9588.答案 76
9589.答案 11/2
9590.答案 1
9591.答案 61/20
9592.答案 35/2
9593.答案 43/6
9594.答案 13
9595.答案 35/2
9596.答案 25
9597.答案 3/10
9598.答案 4/3
9599.答案 289/40
9600.答案 130/21
9601.答案 79/27
9602.答案 31/5
9603.答案 16
9604.答案 23/30
9605.答案 128/5
9606.答案 3/4
9607.答案 7
9608.答案 105/256
9609.答案 77/6
9610.答案 2/15
9611.答案 9/5
9612.答案 25/2
9613.答案 101/32
9614.答案 23/18
9615.答案 94/25
9616.答案 233/96
9617.答案 103/15
9618.答案 27/8
9619.答案 16/3
9620.答案 2
9621.答案 11/2
9622.答案 18
9623.答案 0
9624.答案 13/4
9625.答案 43/108
9626.答案 11/2
9627.答案 12/5
9628.答案 16/5
9629.答案 1/2
9630.答案 8/245
9631.答案 15/2
9632.答案 19/5
9633.答案 16/9
9634.答案 251/9
9635.答案 96/35
9636.答案 991/105
9637.答案 54/5
9638.答案 15
9639.答案 143/4
9640.答案 9/5
9641.答案 2/5
9642.答案 7
9643.答案 52/15
9644.答案 504
9645.答案 16/3
9646.答案 73/24
9647.答案 46/3
9648.答案 20/7
9649.答案 10
9650.答案 127/9
9651.答案 62/9
9652.答案 14
9653.答案 43/9
9654.答案 64/7
9655.答案 5/288
9656.答案 10
9657.答案 20
9658.答案 12/7
9659.答案 77/12
9660.答案 27/8
9661.答案 4
9662.答案 1/12
9663.答案 47/5
9664.答案 6
9665.答案 119/9
9666.答案 61/15
9667.答案 5/2
9668.答案 10
9669.答案 50/63
9670.答案 16/21
9671.答案 17
9672.答案 31/8
9673.答案 61/8
9674.答案 121/7
9675.答案 3/16
9676.答案 15/4
9677.答案 68/9
9678.答案 121/40
9679.答案 1735/32
9680.答案 43/10
9681.答案 16/35
9682.答案 32/5
9683.答案 161/24
9684.答案 201/10
9685.答案 23/6
9686.答案 4
9687.答案 359/1120
9688.答案 56/3
9689.答案 43/7
9690.答案 13/24
9691.答案 49/9
9692.答案 239/24
9693.答案 4/7
9694.答案 289/45
9695.答案 12
9696.答案 1/2
9697.答案 61/36
9698.答案 121/9
9699.答案 697/504
9700.答案 56/3
9701.答案 82/15
9702.答案 79/9
9703.答案 268/5
9704.答案 91/9
9705.答案 19/12
9706.答案 13/6
9707.答案 9/2
9708.答案 37/2
9709.答案 9
9710.答案 11/36
9711.答案 29/15
9712.答案 34/3
9713.答案 31/2
9714.答案 107/6
9715.答案 26
9716.答案 11/14
9717.答案 54/7
9718.答案 123/8
9719.答案 2
9720.答案 1572/35
9721.答案 12/7
9722.答案 19/5
9723.答案 68
9724.答案 19/15
9725.答案 244/105
9726.答案 257/42
9727.答案 95/8
9728.答案 17
9729.答案 191/4
9730.答案 17/4
9731.答案 248/21
9732.答案 224/15
9733.答案 11/2
9734.答案 7/5
9735.答案 6
9736.答案 251/42
9737.答案 131/8
9738.答案 11
9739.答案 7
9740.答案 37/3
9741.答案 59/5
9742.答案 457/12
9743.答案 75
9744.答案 59/14
9745.答案 128/21
9746.答案 221/21
9747.答案 101/4
9748.答案 81/8
9749.答案 13/18
9750.答案 4/9
9751.答案 311/36
9752.答案 3
9753.答案 144/7
9754.答案 248/405
9755.答案 9
9756.答案 19/7
9757.答案 57/7
9758.答案 39/2
9759.答案 9/7
9760.答案 115/14
9761.答案 2/3
9762.答案 21/4
9763.答案 1/2
9764.答案 56/5
9765.答案 11
9766.答案 4/3
9767.答案 12
9768.答案 3/2
9769.答案 29/12
9770.答案 26/5
9771.答案 19/9
9772.答案 13
9773.答案 11/5
9774.答案 347/24
9775.答案 51/7
9776.答案 168
9777.答案 111/14
9778.答案 35/6
9779.答案 99/4
9780.答案 82/3
9781.答案 12/49
9782.答案 14
9783.答案 94/15
9784.答案 17/2
9785.答案 51/28
9786.答案 1/15
9787.答案 3/5
9788.答案 4/21
9789.答案 19/14
9790.答案 8/9
9791.答案 2/9
9792.答案 3/2
9793.答案 68/27
9794.答案 44/3
9795.答案 19/10
9796.答案 37
9797.答案 39/4
9798.答案 89/9
9799.答案 67/14
9800.答案 119/10
9801.答案 10/3
9802.答案 19/3
9803.答案 2/7
9804.答案 149/7
9805.答案 54
9806.答案 61/12
9807.答案 32/3
9808.答案 28/27
9809.答案 21/2
9810.答案 83/6
9811.答案 47/7
9812.答案 34
9813.答案 53/12
9814.答案 56/3
9815.答案 19/3
9816.答案 19/5
9817.答案 1/24
9818.答案 7
9819.答案 31/144
9820.答案 672
9821.答案 25/9
9822.答案 83/4
9823.答案 14/3
9824.答案 19/4
9825.答案 4/21
9826.答案 49/24
9827.答案 118/9
9828.答案 389/162
9829.答案 15/4
9830.答案 4/5
9831.答案 31/14
9832.答案 21/4
9833.答案 73/10
9834.答案 7/9
9835.答案 7/2
9836.答案 1829/126
9837.答案 47/6
9838.答案 6
9839.答案 163/7
9840.答案 41/10
9841.答案 3/5
9842.答案 4/5
9843.答案 3/5
9844.答案 15/8
9845.答案 2/7
9846.答案 17/5
9847.答案 113/18
9848.答案 5
9849.答案 1/3
9850.答案 214/15
9851.答案 215/2
9852.答案 36/7
9853.答案 1433/54
9854.答案 23
9855.答案 51/10
9856.答案 39/20
9857.答案 9/2
9858.答案 1/54
9859.答案 82/9
9860.答案 181/21
9861.答案 9/7
9862.答案 40/9
9863.答案 1/10
9864.答案 91/8
9865.答案 85/63
9866.答案 16
9867.答案 5/2
9868.答案 2
9869.答案 4
9870.答案 96/5
9871.答案 9
9872.答案 3/28
9873.答案 16
9874.答案 153/28
9875.答案 21/5
9876.答案 17/6
9877.答案 12
9878.答案 5
9879.答案 166/7
9880.答案 1/8
9881.答案 3/4
9882.答案 59/6
9883.答案 5/2
9884.答案 149/9
9885.答案 7/3
9886.答案 9/8
9887.答案 421/35
9888.答案 15/4
9889.答案 83/20
9890.答案 18/25
9891.答案 14
9892.答案 18
9893.答案 21/8
9894.答案 9/7
9895.答案 46/7
9896.答案 41/6
9897.答案 673/140
9898.答案 109/6
9899.答案 73/18
9900.答案 14
9901.答案 28/9
9902.答案 81/8
9903.答案 212/7
9904.答案 6/5
9905.答案 10/3
9906.答案 73/12
9907.答案 101/8
9908.答案 255/8
9909.答案 43/4
9910.答案 116/21
9911.答案 61/7
9912.答案 112/5
9913.答案 20
9914.答案 17
9915.答案 16/3
9916.答案 567/8
9917.答案 149/72
9918.答案 9/2
9919.答案 27/8
9920.答案 19/3
9921.答案 92/9
9922.答案 131/70
9923.答案 189/20
9924.答案 4
9925.答案 5/4
9926.答案 12/7
9927.答案 8/45
9928.答案 59/60
9929.答案 67/36
9930.答案 26/3
9931.答案 52/7
9932.答案 31
9933.答案 6/35
9934.答案 24/5
9935.答案 3/4
9936.答案 5/56
9937.答案 1/40
9938.答案 14/3
9939.答案 59/15
9940.答案 1/6
9941.答案 17/2
9942.答案 2
9943.答案 23/6
9944.答案 38/3
9945.答案 23/9
9946.答案 2
9947.答案 15/2
9948.答案 37/3
9949.答案 6/5
9950.答案 43/4
9951.答案 540
9952.答案 22/3
9953.答案 5/7
9954.答案 389/135
9955.答案 13/15
9956.答案 1
9957.答案 13/20
9958.答案 19/2
9959.答案 47/20
9960.答案 35
9961.答案 144
9962.答案 17/2
9963.答案 12
9964.答案 4/15
9965.答案 7/3
9966.答案 40/9
9967.答案 27/7
9968.答案 181/28
9969.答案 20/3
9970.答案 59/8
9971.答案 7/4
9972.答案 12/7
9973.答案 127/15
9974.答案 11/5
9975.答案 118/9
9976.答案 5
9977.答案 491/45
9978.答案 85/24
9979.答案 456/35
9980.答案 7/4
9981.答案 50/9
9982.答案 73/4
9983.答案 241/54
9984.答案 4
9985.答案 29/5
9986.答案 13/4
9987.答案 10
9988.答案 192/5
9989.答案 7/4
9990.答案 43/8
9991.答案 19/2
9992.答案 18
9993.答案 23/15
9994.答案 853/315
9995.答案 29/9
9996.答案 3
9997.答案 1/15
9998.答案 3/8
9999.答案 4/5
